PLAYER,BIRTHDAY,BIRTH STATE / COUNTRY,BIRTH CITY,NATIONALITY,POS,HEIGHT,WEIGHT,COLLEGE / TEAM,DRAFT,PICK,TEAM,REAL TEAM,
Reggie Hearn,8/14/1991,Indiana,Fort Wayne,United States,G,6-5,210,Northwestern,2013,UND,,,Reggie Hearn
Reggie Jackson,4/16/1990,Italy,Pordenone,United States,G,6-2,208,Boston College,2011,24,OKC,OKC,Reggie Jackson
Reggie Johnson,6/25/1957,Georgia,Atlanta,United States,F,6-9,205,Tennessee,1980,15,SAS,SAS,Reggie Johnson
Reggie Jordan,1/26/1969,Illinois,Chicago,United States,G,6-4,195,New Mexico St,1991,UND,,,Reggie Jordan
Reggie King,2/14/1957,Alabama,Birmingham,United States,F,6-6,225,Alabama,1979,18,SAC,SAC,Reggie King
Reggie Lewis,11/21/1965,Maryland,Baltimore,United States,G,6-7,195,Northeastern,1987,22,BOS,BOS,Reggie Lewis
Reggie Miller,8/24/1965,California,Riverside,United States,G,6-7,195,UCLA,1987,11,IND,IND,Reggie Miller
Reggie Perry,3/21/2000,Mississippi,Flowood,United States,F-C,6-8,250,Mississippi St,2020,57,LAC,BRK,Reggie Perry
Reggie Slater,8/27/1970,Texas,Houston,United States,F,6-7,255,Wyoming,1992,UND,,,Reggie Slater
Reggie Smith,8/21/1970,California,San Jose,United States,F,6-10,240,TCU,1992,31,POR,POR,Reggie Smith
Reggie Theus,10/13/1957,California,Inglewood,United States,G,6-6,190,UNLV,1978,9,CHI,CHI,Reggie Theus
Reggie Williams (1964),3/5/1964,Maryland,Baltimore,United States,F-G,6-7,195,Georgetown,1987,4,LAC,LAC,Reggie Williams (1964)
Reggie Williams (1986),9/14/1986,Virginia,Prince George,United States,F,6-6,205,Virginia Military Institute,2008,UND,,,Reggie Williams (1986)
Renaldo Balkman,7/14/1984,New York,New York City,Puerto Rico,F,6-8,208,South Carolina,2006,20,NYK,NYK,Renaldo Balkman
Renaldo Major,5/7/1982,Illinois,Chicago,United States,F,6-7,190,Fresno St,2004,UND,,,Renaldo Major
Rex Chapman,10/5/1967,Kentucky,Bowling Green,United States,G,6-4,195,Kentucky,1988,8,CHA,CHA,Rex Chapman
Rex Morgan,10/27/1948,Illinois,Charleston,United States,G,6-5,190,Jacksonville,1970,21,BOS,BOS,Rex Morgan
Rex Walters,3/12/1970,Nebraska,Omaha,United States,G,6-4,195,Kansas,1993,16,BKN,BKN,Rex Walters
Rich Johnson,12/18/1946,Louisiana,Alexandria,United States,C,6-7,210,Grambling,1968,46,BOS,BOS,Rich Johnson
Rich Jones,12/27/1946,Tennessee,Memphis,United States,F,6-8,220,Memphis,1969,58,PHX,PHX,Rich Jones
Rich Kelley,3/23/1953,California,San Mateo,United States,C,7-0,235,Stanford,1975,7,UTA,UTA,Rich Kelley
Rich King,4/4/1969,Nebraska,Lincoln,United States,C,7-2,260,Nebraska,1991,14,OKC,OKC,Rich King
Rich Laurel,7/11/1954,Pennsylvania,Philadelphia,United States,G,6-6,190,Hofstra,1977,19,POR,POR,Rich Laurel
Rich Manning,6/23/1970,Washington,Tacoma,United States,C,6-11,245,Washington,1993,40,ATL,ATL,Rich Manning
Rich Niemann,7/2/1946,Missouri,St. Louis,United States,C,7-0,245,St. Louis,1968,42,DET,DET,Rich Niemann
Rich Rinaldi,8/3/1949,New York,Poughkeepsie,United States,G,6-3,195,St. Peter's,1971,43,WAS,WAS,Rich Rinaldi
Rich Yonakor,10/3/1958,Ohio,Euclid,United States,F,6-9,220,North Carolina,1980,61,SAS,CLE,Rich Yonakor
Richard Anderson,11/19/1960,California,San Pedro,United States,F,6-10,240,UC Santa Barbara,1982,32,LAC,LAC,Richard Anderson
Richard Coffey,9/2/1965,North Carolina,Aurora,United States,G,6-6,212,Minnesota,1990,UND,,,Richard Coffey
Richard Dumas,5/19/1969,Oklahoma,Tulsa,United States,F,6-7,225,Oklahoma St,1991,46,PHX,PHX,Richard Dumas
Richard Hamilton,2/14/1978,Pennsylvania,Coatesville,United States,G,6-7,193,Connecticut,1999,7,WAS,WAS,Richard Hamilton
Richard Jefferson,6/21/1980,California,Los Angeles,United States,F,6-7,233,Arizona,2001,13,HOU,BKN,Richard Jefferson
Richard Morton,2/2/1966,California,San Francisco,United States,F,6-3,190,UC-Fullerton,1988,UND,,,Richard Morton
Richard Petruska,1/25/1969,Slovenia,Levice,Slovakia,C,6-10,260,UCLA,1993,46,HOU,HOU,Richard Petruska
Richard Rellford,2/16/1964,Florida,Riviera Beach,United States,F,6-6,230,Michigan,1986,95,IND,IND,Richard Rellford
Richard Washington,7/15/1955,Oregon,Portland,United States,F,6-10,220,UCLA,1976,3,SAC,SAC,Richard Washington
Richaun Holmes,10/15/1993,Illinois,Lockport,United States,F,6-9,235,Bowling Green,2015,37,PHI,PHI,Richaun Holmes
Richie Frahm,8/14/1977,Washington,Battle Ground,United States,G,6-5,210,Gonzaga,2000,UND,,,Richie Frahm
Richie Guerin,5/29/1932,New York,New York City,United States,G,6-4,195,Iona,1954,17,NYK,NYK,Richie Guerin
Richie Niemiera,5/26/1921,Illinois,Chicago,United States,G,6-1,165,Notre Dame,1948,UND,,,Richie Niemiera
Richie Regan,11/30/1930,New Jersey,Newark,United States,G,6-2,180,Seton Hall,1953,4,SAC,SAC,Richie Regan
Rick Adelman,6/16/1946,California,Lynwood,United States,G,6-2,175,Loyola-Marymount,1968,79,HOU,HOU,Rick Adelman
Rick Barry,3/28/1944,New Jersey,Elizabeth,United States,F,6-7,205,Miami,1965,2,GSW,GSW,Rick Barry
Rick Brunson,6/14/1972,New York,Syracuse,United States,G,6-4,190,Temple,1995,UND,,,Rick Brunson
Rick Calloway,12/12/1966,Ohio,Cincinnati,United States,G,6-6,180,Kansas,1990,UND,,,Rick Calloway
Rick Carlisle,10/27/1959,New York,Ogdensburg,United States,G,6-5,210,Virginia,1984,70,BOS,BOS,Rick Carlisle
Rick Fox,7/24/1969,Canada,Toronto,Canada,F,6-7,235,North Carolina,1991,24,BOS,BOS,Rick Fox
Rick Hughes,8/22/1973,Ohio,Cincinnati,United States,F,6-9,235,Thomas More,1996,UND,,,Rick Hughes
Rick Mahorn,9/21/1958,Connecticut,Hartford,United States,F,6-10,260,Hampton,1980,35,WAS,WAS,Rick Mahorn
Rick Roberson,7/7/1947,Tennessee,Memphis,United States,C,6-9,231,Cincinnati,1969,15,LAL,LAL,Rick Roberson
Rick Robey,1/30/1956,Florida,Coral Gables,United States,C,6-11,230,Kentucky,1978,3,IND,IND,Rick Robey
Rick Weitzman,4/30/1946,Massachussetts,Boston,United States,G,6-2,175,Northeastern,1967,110,BOS,BOS,Rick Weitzman
Rick Wilson,2/7/1956,Kentucky,Louisville,United States,G,6-4,200,Louisville,1978,25,ATL,ATL,Rick Wilson
Rickey Brown,8/20/1958,Mississippi,Madison County,United States,C,6-10,215,Mississippi St,1980,13,GSW,GSW,Rickey Brown
Rickey Green,8/18/1954,Illinois,Chicago,United States,G,6-0,170,Michigan,1977,16,GSW,GSW,Rickey Green
Rickey Williams,3/12/1957,New York,Buffalo,United States,G,6-1,175,Long Beach St,1978,190,UTA,CHI,Rickey Williams
Rickie Winslow,7/26/1964,Texas,Houston,United States,F,6-8,225,Houston,1987,28,CHI,CHI,Rickie Winslow
Ricky Berry,10/6/1964,Michigan,Lansing,United States,F,6-8,205,San Jose St,1988,18,SAC,SAC,Ricky Berry
Ricky Blanton,4/21/1966,Florida,Miami,United States,F,6-7,215,LSU,1989,46,PHX,PHX,Ricky Blanton
Ricky Council IV,8/3/2001,North Carolina,Durham,United States,G,6-6,207,Arkansas,2023,UND,,,Ricky Council IV
Ricky Davis,9/23/1979,Nevada,Las Vegas,United States,F-G,6-7,195,Iowa,1998,21,CHA,CHA,Ricky Davis
Ricky Grace,8/20/1967,Texas,Dallas,Australia,G,6-1,180,Oklahoma,1988,67,UTA,UTA,Ricky Grace
Ricky Ledo,9/10/1992,Rhode Island,Providence,United States,G,6-7,195,Providence,2013,43,MIL,DAL,Ricky Ledo
Ricky Marsh,3/10/1954,New York,New York City,United States,G,6-3,200,Manhattan,1977,165,GSW,GSW,Ricky Marsh
Ricky Pierce,8/19/1959,Texas,Dallas,United States,G,6-4,215,Rice,1982,18,DET,DET,Ricky Pierce
Ricky Rubio,10/21/1990,Spain,El Masnou,Spain,G,6-2,190,Joventut,2009,5,MIN,MIN,Ricky Rubio
Ricky Sobers,1/15/1953,New York,New York City,United States,G,6-3,198,UNLV,1975,16,PHX,PHX,Ricky Sobers
Ricky Wilson,7/16/1964,Virginia,Hampton,United States,G,6-3,195,George Mason,1986,52,CHI,CHI,Ricky Wilson
Rik Smits,8/23/1966,Netherlands,Eindhoven,Netherlands,C,7-4,265,Marist,1988,2,IND,IND,Rik Smits
Riley Minix,9/22/2000,Florida,Sebastian,United States,F,6-7,205,Morehead St,2024,ND,,,Riley Minix
RJ Barrett,6/14/2000,Canada,Toronto,Canada,F-G,6-6,214,Duke,2019,3,NYK,NYK,RJ Barrett
RJ Hampton,2/7/2001,Texas,Dallas,United States,G,6-4,175,New Zealand Breakers,2020,24,MIL,DEN,RJ Hampton
RJ Hunter,10/24/1993,Ohio,Oxford,United States,G,6-5,185,Georgia St,2015,28,BOS,BOS,RJ Hunter
RJ Nembhard,3/22/1999,Texas,Keller,United States,G,6-4,200,TCU,2021,UND,,,RJ Nembhard
Rob Dillingham,1/4/2005,North Carolina,Hickory,United States,G,6-3,185,Kentucky,2024,8,SAS,MIN,Rob Dillingham
Rob Edwards,1/20/1997,Michigan,Detroit,United States,G,6-5,205,Arizona St,2020,UND,,,Rob Edwards
Rob Kurz,3/5/1985,Pennsylvania,Philadelphia,United States,F,6-9,232,Notre Dame,2008,UND,,,Rob Kurz
Rob Lock,5/22/1966,California,Reedley,United States,F,6-9,225,Kentucky,1988,51,LAC,LAC,Rob Lock
Rob Rose,12/27/1964,New York,Rochester,United States,F,6-5,180,George Mason,1986,UND,,,Rob Rose
Rob Williams,5/5/1961,Texas,Houston,United States,G,6-2,175,Houston,1982,19,DEN,DEN,Rob Williams
Robbie Hummel,3/8/1989,Indiana,Valparaiso,United States,F,6-9,219,Purdue,2012,58,MIN,MIN,Robbie Hummel
Robert Archibald,3/29/1980,Great Britain,Paisley,Great Britain,F,6-11,250,Illinois,2002,31,MEM,MEM,Robert Archibald
Robert Bishop,6/4/1922,Washington,Sumas,United States,F,6-3,195,Washington St,1948,UND,,,Robert Bishop
Robert Churchwell,2/20/1972,Indiana,South Bend,United States,F,6-6,195,Georgetown,1994,UND,,,Robert Churchwell
Robert Covington,12/14/1990,Illinois,Bellwood,United States,F,6-7,209,Tennessee St,2013,UND,,,Robert Covington
Robert Franks,12/18/1996,Washington,Seattle,United States,F,6-7,225,Washington St,2019,UND,,,Robert Franks
Robert Hahn,8/25/1925,Michigan,Ann Arbor,United States,C,6-10,240,North Carolina St,1949,UND,,,Robert Hahn
Robert Hawkins,6/30/1954,Michigan,Detroit,United States,G,6-4,190,Illinois St,1975,51,GSW,GSW,Robert Hawkins
Robert Hite,1/12/1984,Ohio,Cincinnati,United States,G,6-2,184,Miami,2006,UND,,,Robert Hite
Robert Horry,8/25/1970,Alabama,Andalusia,United States,F-C,6-10,240,Alabama,1992,11,HOU,HOU,Robert Horry
Robert Pack,2/3/1969,Louisiana,New Orleans,United States,G,6-2,190,USC,1991,UND,,,Robert Pack
Robert Parish,8/30/1953,Louisiana,Shreveport,United States,C,7-1,244,Centenary-Louisiana,1976,8,GSW,GSW,Robert Parish
Robert Reid,8/30/1955,Georgia,Atlanta,United States,F,6-8,205,St. Mary's (TX),1977,40,HOU,HOU,Robert Reid
Robert Sacre,6/6/1989,Louisiana,Baton Rouge,Canada,C,7-0,270,Gonzaga,2012,60,LAL,LAL,Robert Sacre
Robert Smith,3/10/1955,California,Los Angeles,United States,G,5-11,165,UNLV,1977,65,DEN,DEN,Robert Smith
Robert Swift,12/3/1985,California,Bakersfield,United States,C,7-1,270,Bakersfield HS (CA),2004,12,OKC,OKC,Robert Swift
Robert Traylor,2/1/1977,Michigan,Detroit,United States,F-C,6-8,284,Michigan,1998,6,DAL,MIL,Robert Traylor
Robert Werdann,9/12/1970,New York,Sunnyside,United States,C,6-11,250,St. John's,1992,46,DEN,DEN,Robert Werdann
Robert Whaley,4/16/1982,Michigan,Benton Harbor,United States,C,6-10,260,Walsh,2005,51,UTA,UTA,Robert Whaley
Robert Williams,10/17/1997,Louisiana,Shreveport,United States,C-F,6-9,249,Texas A&M,2018,27,BOS,BOS,Robert Williams
Robert Woodard,9/22/1999,Mississippi,Starkville,United States,F,6-6,235,Mississippi St,2020,40,MEM,SAC,Robert Woodard
Robin Jones,2/2/1954,Missouri,St. Louis,United States,C,6-9,225,St. Louis,1975,UND,,,Robin Jones
Robin Lopez,4/1/1988,California,Los Angeles,United States,C,7-0,281,Stanford,2008,15,PHX,PHX,Robin Lopez
Rock Lee,5/1/1955,California,La Jolla,United States,C,6-10,220,San Diego St,1978,UND,,,Rock Lee
Rod Derline,3/11/1952,Washington,Elma,United States,G,6-0,175,Seattle,1974,169,OKC,OKC,Rod Derline
Rod Foster,10/10/1960,Alabama,Birmingham,United States,G,6-1,160,UCLA,1983,28,PHX,PHX,Rod Foster
Rod Freeman,11/5/1950,Indiana,Anderson,United States,F,6-7,225,Vanderbilt,1973,166,PHI,PHI,Rod Freeman
Rod Higgins,1/31/1960,Louisiana,Monroe,United States,F,6-7,200,Fresno St,1982,31,CHI,CHI,Rod Higgins
Rod Strickland,7/11/1966,New York,New York City,United States,G,6-3,185,DePaul,1988,19,NYK,NYK,Rod Strickland
Rod Thorn,5/23/1941,West Virginia,Princeton,United States,G,6-4,195,West Virginia,1963,2,CHI,CHI,Rod Thorn
Rodions Kurucs,2/5/1998,Latvia,Cesis,Latvia,F,6-9,228,Barcelona,2018,40,BKN,BKN,Rodions Kurucs
Rodney Buford,11/2/1977,Wisconsin,Milwaukee,United States,F-G,6-5,195,Creighton,1999,53,MIA,MIA,Rodney Buford
Rodney Carney,4/5/1984,Tennessee,Memphis,United States,F,6-7,205,Memphis,2006,16,CHI,PHI,Rodney Carney
Rodney Hood,10/20/1992,Mississippi,Meridian,United States,G-F,6-8,208,Duke,2014,23,UTA,UTA,Rodney Hood
Rodney Knowles,2/27/1946,North Carolina,Greenville,United States,C,6-9,215,Davidson,1968,77,PHX,PHX,Rodney Knowles
Rodney McCray,8/29/1961,New York,Mount Vernon,United States,F,6-8,220,Louisville,1983,3,HOU,HOU,Rodney McCray
Rodney McGruder,7/29/1991,Maryland,Landover,United States,G,6-4,205,Kansas St,2013,UND,,,Rodney McGruder
Rodney Monroe,4/16/1968,Maryland,Baltimore,United States,G,6-3,185,North Carolina St,1991,30,ATL,ATL,Rodney Monroe
Rodney Purvis,2/14/1994,North Carolina,Plymouth,United States,G,6-4,205,Connecticut,2017,UND,,,Rodney Purvis
Rodney Rogers,6/20/1971,North Carolina,Durham,United States,F,6-7,270,Wake Forest,1993,9,DEN,DEN,Rodney Rogers
Rodney Stuckey,4/21/1986,Washington,Seattle,United States,G,6-5,205,Eastern Washington,2007,15,DET,DET,Rodney Stuckey
Rodney White,6/28/1980,Pennsylvania,Philadelphia,United States,F,6-9,230,North Carolina-Charlotte,2001,9,DET,DET,Rodney White
Rodrick Rhodes,9/24/1973,New Jersey,Jersey City,United States,G-F,6-6,225,USC,1997,24,HOU,HOU,Rodrick Rhodes
Rodrigue Beaubois,2/24/1988,France,Pointe-a-Pitre,France,G,6-2,185,Cholet,2009,25,OKC,DAL,Rodrigue Beaubois
Roger Brown,2/23/1950,New York,New York City,United States,C,6-11,225,Kansas,1971,64,LAL,LAL,Roger Brown
Roger Burkman,5/22/1958,Indiana,Indianapolis,United States,G,6-5,175,Louisville,1981,130,CHI,CHI,Roger Burkman
Roger Jorgensen,9/2/1920,Pennsylvania,Pittsburgh,United States,C,6-5,200,Ohio St,,,,,Roger Jorgensen
Roger Mason,9/10/1980,District Columbia,Washington,United States,G,6-5,205,Virginia,2002,30,CHI,CHI,Roger Mason
Roger Phegley,10/16/1956,Illinois,East Peoria,United States,G,6-6,205,Bradley,1978,14,WAS,WAS,Roger Phegley
Roger Powell,1/15/1983,Illinois,Joliet,United States,F,6-6,220,Illinois,2005,UND,,,Roger Powell
Roger Strickland,9/4/1940,Florida,Jacksonville,United States,F,6-5,200,Jacksonville,1963,7,LAL,LAL,Roger Strickland
Roko Ukic,12/5/1984,Croatia,Split,Croatia,G,6-5,183,Split,2005,41,TOR,TOR,Roko Ukic
Roland West,6/6/1944,Ohio,Cincinnati,United States,G,6-4,178,Cincinnati,1966,73,WAS,WAS,Roland West
Rolando Blackman,2/26/1959,Panama,Panama City,United States,G,6-6,190,Kansas St,1981,9,DAL,DAL,Rolando Blackman
Rolando Ferreira,5/24/1964,Brazil,Curitiba,Brazil,F,7-1,240,Houston,1988,26,POR,POR,Rolando Ferreira
Rollen Hans,4/13/1931,California,Los Angeles,United States,G,6-2,210,Long Island-Brooklyn,1953,UND,,,Rollen Hans
Rollie Seltz,1/25/1924,Minnesota,McIntosh,United States,G,5-10,165,Hamline,1947,UND,,,Rollie Seltz
Romeo Langford,10/25/1999,Indiana,New Albany,United States,G-F,6-5,216,Indiana,2019,14,BOS,BOS,Romeo Langford
Ron Anderson,10/15/1958,Illinois,Chicago,United States,F,6-7,215,Fresno St,1984,27,CLE,CLE,Ron Anderson
Ron Baker,3/30/1993,Kansas,Hays,United States,G,6-4,220,Wichita St,2016,UND,,,Ron Baker
Ron Behagen,1/14/1951,New York,New York City,United States,F,6-9,185,Minnesota,1973,7,SAC,SAC,Ron Behagen
Ron Bonham,5/31/1942,Indiana,Muncie,United States,F,6-4,192,Cincinnati,1964,16,BOS,BOS,Ron Bonham
Ron Boone,9/6/1946,Oklahoma,Oklahoma City,United States,G,6-2,200,Idaho St,1968,147,PHX,PHX,Ron Boone
Ron Brewer,9/16/1955,Arkansas,Fort Smith,United States,G,6-4,180,Arkansas,1978,7,POR,POR,Ron Brewer
Ron Carter,8/31/1956,Pennsylvania,Pittsburgh,United States,G,6-5,190,Virginia Military Institute,1978,26,LAL,LAL,Ron Carter
Ron Cavenall,4/30/1959,Texas,Beaumont,United States,C,7-1,230,Texas Southern,1981,UND,,,Ron Cavenall
Ron Crevier,4/14/1958,Canada,Montreal,Canada,C,7-0,235,Boston College,1983,75,CHI,CHI,Ron Crevier
Ron Davis,5/1/1954,Arizona,Phoenix,United States,G,6-6,198,Washington St,1976,70,ATL,ATL,Ron Davis
Ron Feiereisel,8/6/1931,Illinois,Chicago,United States,G,6-3,185,DePaul,1953,16,LAL,LAL,Ron Feiereisel
Ron Filipek,2/5/1944,Tennessee,Cookeville,United States,F,6-5,205,Tennessee Tech,1967,100,PHI,PHI,Ron Filipek
Ron Grandison,7/9/1964,California,Los Angeles,United States,F,6-6,220,New Orleans,1987,100,DEN,DEN,Ron Grandison
Ron Harper,1/20/1964,Ohio,Dayton,United States,G,6-6,215,Miami (Ohio),1986,8,CLE,CLE,Ron Harper
Ron Harper Jr,4/12/2000,New Jersey,Paterson,United States,F,6-5,245,Rutgers,2022,UND,,,Ron Harper Jr
Ron Holland,7/7/2005,Texas,Duncanville,United States,F,6-8,206,G League Ignite,2024,5,DET,DET,Ron Holland
Ron Horn,5/24/1938,Indiana,Marion,United States,F,6-7,220,Indiana,1961,16,ATL,ATL,Ron Horn
Ron Johnson,7/20/1938,Minnesota,New Prague,United States,F,6-8,215,Minnesota,1960,12,DET,DET,Ron Johnson
Ron Knight,8/4/1947,California,Compton,United States,F,6-7,215,UCLA,1970,76,POR,POR,Ron Knight
Ron Lee,11/2/1952,Massachussetts,Boston,United States,G,6-3,193,Oregon,1976,10,PHX,PHX,Ron Lee
Ron Livingstone,10/9/1925,California,Oakland,United States,C,6-10,220,Wyoming,1949,7,BAL,BAL,Ron Livingstone
Ron Mercer,5/18/1976,Tennessee,Nashville,United States,F,6-7,210,Kentucky,1997,6,BOS,BOS,Ron Mercer
Ron Moore,1/16/1962,New York,New York City,United States,C,7-0,260,West Virginia St,1987,25,NYK,NYK,Ron Moore
Ron Reed,11/2/1942,Indiana,La Porte,United States,F,6-5,205,Notre Dame,1965,20,DET,DET,Ron Reed
Ron Riley,11/11/1950,California,Los Angeles,United States,F,6-8,195,USC,1972,38,SAC,SAC,Ron Riley
Ron Rowan,4/23/1962,Pennsylvania,New Brighton,United States,F,6-5,200,St. John's,1986,67,PHI,PHI,Ron Rowan
Ron Sobiezczyk,9/21/1934,Illinois,Chicago,United States,G,6-3,185,DePaul,1956,6,DET,NYK,Ron Sobiezczyk
Ron Williams,9/29/1944,West Virginia,Weirton,United States,G,6-3,188,West Virginia,1968,9,GSW,GSW,Ron Williams
Ronald Dupree,1/26/1981,Mississippi,Biloxi,United States,F,6-7,209,LSU,2003,UND,,,Ronald Dupree
Ronald Murray,7/29/1979,Pennsylvania,Philadelphia,United States,G,6-3,200,Shaw,2002,41,MIL,MIL,Ronald Murray
Rondae Hollis-Jefferson,1/3/1995,Pennsylvania,Chester,United States,F,6-6,217,Arizona,2015,23,POR,BRK,Rondae Hollis-Jefferson
Ronnie Brewer,3/20/1985,Oregon,Portland,United States,F,6-7,235,Arkansas,2006,14,UTA,UTA,Ronnie Brewer
Ronnie Lester,1/1/1959,Mississippi,Canton,United States,G,6-2,175,Iowa,1980,10,POR,CHI,Ronnie Lester
Ronnie MacGilvray,7/20/1930,New York,Poughkeepsie,United States,G,6-2,185,St. John's,1952,29,SAC,SAC,Ronnie MacGilvray
Ronnie Murphy,7/29/1964,Delaware,Dover,United States,F,6-5,225,Jacksonville,1987,17,POR,POR,Ronnie Murphy
Ronnie Price,6/21/1983,Texas,Friendswood,United States,G,6-2,190,Utah Valley,2005,UND,,,Ronnie Price
Ronnie Shavlik,12/4/1933,Colorado,Denver,United States,F,6-8,200,North Carolina St,1956,4,NYK,NYK,Ronnie Shavlik
Ronnie Valentine,11/27/1957,Virginia,Norfolk,United States,F,6-7,210,Old Dominion,1980,51,DEN,DEN,Ronnie Valentine
Ronnie Watts,5/21/1943,District Columbia,Washington,United States,F,6-6,210,Wake Forest,1965,17,BOS,BOS,Ronnie Watts
Ronny Turiaf,1/13/1983,France,Le Robert,France,C,6-10,241,Gonzaga,2005,37,LAL,LAL,Ronny Turiaf
Rony Seikaly,5/10/1965,Lebanon,Beirut,Lebanon,C,6-11,253,Syracuse,1988,9,MIA,MIA,Rony Seikaly
Rory Sparrow,6/12/1958,Virginia,Suffolk,United States,G,6-2,175,Villanova,1980,75,BKN,BKN,Rory Sparrow
Rory White,8/16/1959,Alabama,Tuskegee,United States,F,6-8,210,South Alabama,1982,86,PHX,PHX,Rory White
Roshown McLeod,11/17/1975,New Jersey,Jersey City,United States,F,6-8,221,Duke,1998,20,ATL,ATL,Roshown McLeod
Rowland Garrett,7/16/1950,Mississippi,Canton,United States,F,6-6,210,Florida St,1972,78,CHI,CHI,Rowland Garrett
Roy Hamilton,7/20/1957,California,Los Angeles,United States,G,6-2,180,UCLA,1979,10,DET,DET,Roy Hamilton
Roy Hibbert,12/11/1986,New York,New York City,Jamaica,C,7-2,270,Georgetown,2008,17,TOR,IND,Roy Hibbert
Roy Hinson,5/2/1961,New Jersey,Trenton,United States,C,6-9,210,Rutgers,1983,20,CLE,CLE,Roy Hinson
Roy Hurley,8/12/1922,California,Arcadia,United States,F,6-2,170,Murray St,,,,,Roy Hurley
Roy Marble,12/13/1966,Michigan,Flint,United States,G,6-6,190,Iowa,1989,23,ATL,ATL,Roy Marble
Roy Pugh,10/16/1922,Texas,Jacksonville,United States,,,,Southern Methodist,1948,23,GSW,GSW,Roy Pugh
Roy Rogers,8/19/1973,Alabama,Linden,United States,F,6-10,235,Alabama,1996,22,MEM,MEM,Roy Rogers
Roy Tarpley,11/28/1964,New York,New York City,United States,F,7-0,230,Michigan,1986,7,DAL,DAL,Roy Tarpley
Royal Ivey,12/20/1981,New York,New York City,United States,G,6-4,200,Texas,2004,37,ATL,ATL,Royal Ivey
Royce O'Neale,6/5/1993,Texas,Killeen,United States,F,6-6,226,Baylor,2015,UND,,,Royce O'Neale
Royce White,4/10/1991,Minnesota,Minneapolis,United States,F,6-8,260,Iowa St,2012,16,HOU,HOU,Royce White
Ruben Boumtje-Boumtje,5/20/1978,Cameroon,Edea,Cameroon,C,7-0,257,Georgetown,2001,49,POR,POR,Ruben Boumtje-Boumtje
Ruben Garces,10/17/1973,Poland,Colon,Panama,F,6-9,245,Providence,1998,UND,,,Ruben Garces
Ruben Nembhard,2/20/1972,New York,New York City,United States,G,6-3,208,Weber St,1995,UND,,,Ruben Nembhard
Ruben Patterson,7/31/1975,Ohio,Cleveland,United States,F,6-5,223,Cincinnati,1998,31,LAL,LAL,Ruben Patterson
Ruben Wolkowyski,9/30/1973,Argentina,Buenos Aires,Argentina,F,6-10,275,Estudiantes de Olavarria,1995,UND,,,Ruben Wolkowyski
Rudy Fernandez,4/4/1985,Spain,Palma de Mallorca,Spain,G,6-6,185,Joventut,2007,24,PHX,POR,Rudy Fernandez
Rudy Gay,8/17/1986,Maryland,Baltimore,United States,F-G,6-8,250,Connecticut,2006,8,HOU,MEM,Rudy Gay
Rudy Gobert,6/26/1992,France,Saint-Quentin,France,C,7-1,258,Cholet,2013,27,DEN,UTA,Rudy Gobert
Rudy Hackett,5/10/1953,New York,Mount Vernon,United States,F,6-9,210,Syracuse,1975,37,UTA,UTA,Rudy Hackett
Rudy LaRusso,11/11/1937,New York,New York City,United States,F,6-8,220,Dartmouth,1959,10,LAL,LAL,Rudy LaRusso
Rudy Macklin,2/19/1958,Kentucky,Louisville,United States,F,6-7,205,LSU,1981,52,ATL,ATL,Rudy Macklin
